frame,x,y,visible
1562,546,854,False
1563,546,854,False
1564,546,854,False
1565,546,854,False
1566,546,854,False
1567,546,854,False
1568,546,854,False
1569,546,854,False
1570,546,854,False
1571,891,860,True
1572,1586,873,False
1573,1586,873,False
1574,1586,873,False
1575,1586,873,False
1576,1586,873,False
1577,889,859,True
1578,536,851,False
1579,536,851,False
1580,536,851,False
1581,536,851,False
1582,536,851,False
1583,536,851,False
1584,536,851,False
1585,536,851,False
1586,536,851,False
1587,536,851,False
1588,835,814,True
1589,383,718,False
1590,383,718,False
1591,835,780,True
1592,1242,517,True
1593,1757,61,False
1594,1223,529,True
1595,801,523,True
1596,326,735,True
1597,327,716,True
1598,329,698,False
1599,329,698,False
1600,726,699,True
1601,1122,699,True
1602,1518,696,True
1603,1517,691,True
1604,1136,744,True
1605,375,854,False
1606,750,793,True
1607,272,638,True
1608,174,429,True
1609,79,226,False
1610,79,226,False
1611,170,416,True
1612,260,607,True
1613,750,780,True
1614,1152,762,True
1615,1553,746,True
1616,1556,748,False
1617,1556,748,False
1618,1646,524,True
1619,1830,80,False
1620,1830,80,False
1621,1830,80,False
1622,1645,525,True
1623,1644,525,True
1624,1551,747,True
1625,1550,747,False
1626,1550,747,False
1627,1550,747,False
1628,1550,747,False
1629,1550,747,False
1630,1550,747,False
1631,1550,747,False
1632,1303,562,True
1633,1289,547,True
1634,1277,534,True
1635,1512,707,False
1636,1512,707,False
1637,1512,707,False
1638,1512,707,False
1639,1512,707,False
1640,1512,707,False
1641,1512,707,False
1642,1536,729,True
1643,1561,754,True
1644,1588,780,True
1645,1592,782,True
1646,1594,784,True
1647,1596,784,False
1648,1596,784,False
1649,1596,784,False
1650,1594,785,True
1651,1594,787,True
1652,1594,788,True
1653,1591,788,True
1654,1587,788,False
1655,1587,788,False
1656,1587,788,False
1657,1587,788,False
1658,1587,788,False
1659,1587,788,False
1660,1587,788,False
1661,1587,788,False
1662,1324,588,True
1663,791,187,False
1664,1308,570,True
1665,1295,554,True
1666,1040,573,True
1667,24,242,False
1668,24,242,False
1669,24,242,False
1670,24,242,False
1671,24,242,False
1672,24,242,False
1673,537,405,True
1674,34,236,True
1675,38,234,False
1676,38,234,False
1677,38,234,False
1678,38,234,False
1679,543,400,True
1680,1046,566,True
1681,1550,730,True
1682,1550,728,True
1683,1551,725,True
1684,1550,723,True
1685,1550,721,False
1686,1550,721,False
1687,1550,721,False
1688,1328,515,True
1689,1327,514,True
1690,1326,514,True
1691,1547,721,True
1692,1544,723,True
1693,1540,726,True
1694,1535,728,True
1695,1528,735,True
1696,1525,741,True
1697,1527,742,True
1698,1538,733,True
1699,1573,726,True
1700,1612,724,True
1701,1583,768,True
1702,1563,792,True
1703,1573,787,True
1704,1613,766,True
1705,1590,787,False
1706,1424,531,True
1707,1198,327,True
1708,1003,99,False
1709,1213,322,True
1710,1460,523,True
1711,1710,722,True
1712,1752,696,True
1713,1759,692,True
1714,1748,679,True
1715,1703,722,True
1716,1683,708,True
1717,1659,762,True
1718,1691,698,True
1719,1718,719,True
1720,1772,674,True
1721,1803,690,True
1722,1780,679,True
1723,1757,678,True
1724,1727,683,True
1725,1735,684,True
1726,1618,482,True
1727,1390,74,False
1728,1486,259,True
1729,1513,258,True
1730,1626,462,True
1731,1763,682,True
1732,1753,693,True
1733,1773,701,True
1734,1788,710,True
1735,1784,714,True
1736,1780,717,True
1737,1776,717,True
1738,1775,713,True
1739,1757,701,True
1740,1752,703,True
1741,1744,708,True
1742,1739,707,True
1743,1718,696,True
1744,1697,684,True
1745,1696,697,True
1746,1688,693,True
1747,1699,693,True
1748,1685,672,True
1749,1676,666,True
1750,1652,657,True
1751,1644,656,True
1752,1637,655,True
1753,1620,653,True
1754,1603,651,True
1755,1596,650,True
1756,1595,650,True
1757,1587,665,True
1758,1577,662,True
1759,1568,660,True
1760,1566,642,True
1761,1555,641,True
1762,1542,639,True
1763,1528,638,True
1764,1516,638,True
1765,1495,637,True
1766,1474,638,True
1767,1462,640,True
1768,1461,644,True
1769,1099,651,True
1770,1098,654,True
1771,861,494,True
1772,863,500,True
1773,381,422,True
1774,257,596,True
1775,260,601,True
1776,383,694,True
1777,385,699,True
1778,388,705,True
1779,417,741,True
1780,466,792,True
1781,472,801,True
1782,505,826,True
1783,466,793,True
1784,346,671,True
1785,173,501,True
1786,505,462,True
1787,617,592,True
1788,1068,680,True
1789,1064,676,True
1790,1392,631,True
1791,1016,702,True
1792,1012,701,True
1793,1018,698,True
1794,996,727,True
1795,598,841,True
1796,198,955,True
1797,188,954,True
1798,580,841,True
1799,578,809,True
1800,578,780,True
1801,184,844,True
1802,188,819,True
1803,598,747,True
1804,605,724,True
1805,615,705,True
1806,223,736,True
1807,326,772,True
1808,428,812,True
1809,524,856,True
1810,477,805,True
1811,402,743,True
1812,333,681,True
1813,316,666,False
1814,319,645,True
1815,338,661,True
1816,372,698,True
1817,373,725,True
1818,366,710,True
1819,338,675,True
1820,333,671,True
1821,330,666,True
1822,683,644,True
1823,706,637,True
1824,727,635,True
1825,392,655,True
1826,338,549,True
1827,316,549,True
1828,297,543,True
1829,298,543,True
1830,266,420,True
1831,239,313,True
1832,239,288,True
1833,290,406,True
1834,300,398,True
1835,336,518,True
1836,301,407,True
1837,303,406,True
1838,288,298,True
1839,673,410,True
1840,699,510,True
1841,738,654,True
1842,352,544,True
1843,838,367,True
1844,1820,68,False
1845,847,365,True
1846,904,498,True
1847,776,688,True
1848,791,679,True
1849,774,629,True
1850,399,558,False
1851,432,599,True
1852,409,551,True
1853,417,546,True
1854,382,461,True
1855,346,376,True
1856,310,291,False
1857,657,438,True
1858,1006,585,True
1859,1018,570,True
1860,1041,520,True
1861,709,364,True
1862,714,368,True
1863,357,263,True
1864,356,248,True
1865,349,221,False
1866,350,232,True
1867,703,341,True
1868,1037,477,True
1869,1123,615,True
1870,1121,620,True
1871,790,499,True
1872,708,379,True
1873,366,248,True
1874,383,219,False
1875,383,219,False
1876,378,232,True
1877,726,377,True
1878,1069,537,True
1879,1409,703,True
1880,1413,709,True
1881,1415,711,True
1882,1075,540,True
1883,733,363,True
1884,390,185,False
1885,733,363,True
1886,1076,535,True
1887,1417,709,True
1888,1413,711,True
1889,1072,592,True
1890,738,476,True
1891,409,359,True
1892,422,360,True
1893,434,361,True
1894,447,363,False
1895,447,363,False
1896,745,457,True
1897,1354,646,False
1898,743,502,True
1899,429,498,False
1900,1045,596,True
1901,1046,597,True
1902,1059,581,True
1903,766,517,True
1904,476,452,False
1905,476,452,False
1906,473,455,True
1907,476,457,True
1908,478,456,True
1909,482,449,True
1910,488,443,True
1911,495,438,False
1912,495,438,False
1913,495,438,False
1914,549,460,True
1915,609,482,True
1916,669,509,True
1917,883,572,True
1918,1092,633,True
1919,1296,691,True
1920,1286,694,True
1921,1276,697,True
1922,1255,706,True
1923,1236,714,True
1924,1220,722,True
1925,1209,726,True
1926,1197,733,True
1927,1180,742,True
1928,1168,749,True
1929,1156,757,True
1930,1144,765,True
1931,1131,772,True
1932,1125,775,True
1933,1159,785,True
1934,1154,787,True
1935,1142,789,True
1936,1093,783,True
1937,1068,792,True
1938,1063,819,True
1939,1034,831,True
1940,1021,835,True
1941,996,822,True
1942,995,822,True
1943,954,805,True
1944,945,809,True
1945,932,815,True
1946,962,836,True
1947,954,840,True
1948,946,843,True
1949,941,845,True
1950,938,848,False
1951,931,843,True
1952,922,842,True
1953,916,841,True
1954,920,842,True
1955,913,837,True
1956,910,827,True
1957,968,822,True
1958,975,804,True
1959,977,795,True
1960,919,784,True
1961,926,788,True
1962,935,788,True
1963,935,797,True
1964,937,809,True
1965,946,820,True
1966,962,823,True
1967,965,830,True
1968,961,841,True
1969,958,849,True
1970,965,851,True
1971,973,844,True
1972,968,841,True
1973,957,830,True
1974,980,824,True
1975,1009,821,True
1976,998,790,True
1977,1002,790,True
1978,1004,788,True
1979,1045,826,False
1980,1021,758,True
1981,989,697,True
1982,966,631,True
1983,975,626,True
1984,983,622,True
1985,1001,695,True
1986,1020,768,True
1987,1028,832,True
1988,1036,764,True
1989,1046,700,True
1990,1066,649,True
1991,1078,659,True
1992,1096,674,True
1993,1118,691,True
1994,1100,501,True
1995,954,403,True
1996,975,436,True
1997,980,435,True
1998,1183,579,True
1999,1214,587,True
2000,1307,834,True
2001,1324,837,True
2002,1340,838,True
2003,1351,836,True
2004,1362,832,True
2005,1372,826,True
2006,1378,819,True
2007,1384,811,True
2008,1385,792,True
2009,1385,775,True
2010,1379,760,True
2011,1368,757,True
2012,1356,753,True
2013,1346,750,True
2014,1343,747,True
2015,1340,743,True
2016,1341,740,True
2017,1338,741,True
2018,1337,744,True
2019,1312,758,True
2020,1308,757,True
2021,1308,757,True
2022,1327,747,True
2023,1330,747,True
2024,1333,748,True
2025,1338,754,True
2026,1343,760,True
2027,1348,765,True
2028,1354,764,True
2029,1363,762,True
2030,1374,759,True
2031,1387,753,True
2032,1401,747,True
2033,1416,738,True
2034,1115,730,True
2035,806,730,True
2036,492,734,True
2037,488,740,True
2038,486,742,True
2039,814,716,True
2040,1141,685,True
2041,1467,652,True
2042,1146,674,True
2043,1272,476,True
2044,1267,469,True
2045,1451,625,False
2046,1346,281,True
2047,978,316,True
2048,741,159,False
2049,741,159,False
2050,859,141,True
2051,976,119,True
2052,1091,99,True
2053,1088,97,False
2054,890,314,True
2055,1003,530,True
2056,1122,749,True
2057,1442,753,True
2058,1444,756,True
2059,1444,759,True
2060,1444,761,False
2061,1444,761,False
2062,1094,789,True
2063,740,822,True
2064,384,857,True
2065,722,844,True
2066,688,801,True
2067,1046,767,True
2068,1448,762,False
2069,1045,772,True
2070,1086,799,True
2071,734,813,True
2072,392,803,False
2073,392,803,False
2074,392,803,False
2075,392,803,False
2076,392,803,False
2077,392,803,False
2078,392,803,False
2079,392,803,False
2080,392,803,False
2081,410,601,True
2082,425,395,True
2083,441,192,True
2084,442,194,True
2085,359,380,True
2086,320,609,True
2087,669,808,True
2088,1104,827,True
2089,1496,803,True
2090,1106,832,True
2091,724,863,True
2092,331,888,True
2093,290,845,True
2094,239,795,True
2095,630,770,True
2096,703,577,True
2097,775,385,True
2098,414,174,True
2099,412,176,True
2100,409,177,True
2101,401,186,True
2102,398,187,True
2103,396,187,True
2104,400,181,True
2105,396,193,True
2106,390,216,False
2107,388,208,True
2108,374,225,True
2109,375,216,True
2110,364,215,True
2111,376,201,True
2112,374,201,True
2113,388,190,True
2114,386,191,True
2115,761,395,True
2116,1137,598,True
2117,1515,801,True
2118,1518,801,True
2119,1520,801,True
2120,1139,609,True
2121,376,224,False
2122,376,224,False
2123,750,423,True
2124,359,237,True
2125,349,244,False
2126,349,244,False
2127,349,244,False
2128,737,426,True
2129,1510,793,False
2130,1510,793,False
2131,1510,793,False
2132,1510,793,False
2133,1510,793,False
2134,1510,793,False
2135,739,433,True
2136,741,440,True
2137,355,262,True
2138,344,470,True
2139,327,886,False
2140,332,676,True
2141,317,881,False
2142,317,881,False
2143,317,686,True
2144,308,490,True
2145,543,228,True
2146,784,163,True
2147,780,146,True
2148,288,245,False
2149,501,373,True
2150,218,606,True
2151,180,796,False
2152,180,796,False
2153,225,621,True
2154,266,460,True
2155,303,294,True
2156,296,299,True
2157,290,303,True
2158,286,306,True
2159,238,465,True
2160,191,623,True
2161,145,779,True
2162,202,702,True
2163,216,718,True
2164,222,730,True
2165,170,816,True
2166,161,805,True
2167,174,804,True
2168,187,783,True
2169,192,778,True
2170,194,727,True
2171,197,705,True
2172,198,687,True
2173,188,709,True
2174,180,732,True
